0.00011497569953977404, 8.45273483396397e-26
0.0001378459273398773, 1.0335347157423204e-25
0.00019001499684190653, 1.1309503157455343e-25
0.0002693413485920209, 9.029160706301326e-26
0.00036613088353640435, 3.471329729661653e-26
0.00043895928766569573, 1.490315563712257e-26
0.0005189810676624162, 6.402300996974354e-27
0.000639824117099772, 4.172397484810426e-27
0.0007778737048694327, 4.135508574480367e-27
0.001000000000000002, 1.2929158154130484e-27
0.001133823501217852, 6.860624286177893e-28
0.00137845927339877, 6.124241972432926e-28
0.0017233109056135117, 1.0230982819490156e-27
0.0025829810031980822, 5.951900294935657e-27
0.003981071705534978, 3.458143215738947e-26
0.007356422544596421, 4.146014856667484e-25
0.005336699231206318, 1.1981533233215345e-25
0.010283032587766215, 1.5919461561471455e-24
0.016526535398566897, 7.488247070856397e-24
0.027312637228008467, 2.569906692528487e-23
